brand,domain,company,market,found_phone,source,status,notes
rme-roofing,raganroofingnashville.com,Raganroofingnashville,Nashville TN,(681) 210-9060,https://www.raganroofingnashville.com/contact,found,"score=6, distinct=1"
rme-roofing,rescueroofing.co,Rescueroofing,Houston TX,,https://rescueroofing.co,no_phone_found,
rme-roofing,roofingchicagocompany.com,Roofingchicagocompany,Chicago IL,,,unreachable,
rme-roofing,topsideroofingokc.com,Topsideroofingokc,Oklahoma City OK,(405) 446-5364,https://topsideroofingokc.com,found,"score=17, distinct=1"
rme-roofing,314roofing.com,314Roofing,Houston TX,(832) 688-8363,https://314roofing.com,found,"score=4, distinct=3"
rme-roofing,allstar-roofing.com,Allstar Roofing,El Paso TX,(915) 503-5543,https://allstar-roofing.com,found,"score=14, distinct=1"
rme-roofing,fortworthroofing.com,Fortworthroofing,Dallas-Fort Worth TX,,https://linknowmedia.vip/wp-signup.php?new=fortworthroofing.com,no_phone_found,
rme-roofing,ghostroofing.com,Ghostroofing,Phoenix AZ,,,unreachable,
rme-roofing,greaterchicagoroofing.com,Greaterchicagoroofing,Chicago IL,(773) 270-9910,https://www.greaterchicagoroofing.com/,found,"score=149, distinct=14"
rme-roofing,greatroofingofhouston.com,Greatroofingofhouston,Houston TX,,,unreachable,
rme-roofing,oklahoma-roofing.co,Oklahoma Roofing,Oklahoma City OK,(530) 836-1181,https://oklahoma-roofing.co,found,"score=1, distinct=8"
